id,fake,real
TEST_00000,0.06665519624948502,0.9190370440483093
TEST_00001,0.07223887741565704,0.9137438535690308
TEST_00002,0.20211076736450195,0.909095823764801
TEST_00003,0.8236281871795654,0.8764123320579529
TEST_00004,0.01172079797834158,0.9313945770263672
TEST_00005,0.8669958710670471,0.8191055059432983
TEST_00006,0.9181183576583862,0.0524023212492466
TEST_00007,0.07518041133880615,0.9061598181724548
TEST_00008,0.21931487321853638,0.8944832682609558
TEST_00009,0.1834286004304886,0.9123755693435669
TEST_00010,0.9443539977073669,0.6638898253440857
TEST_00011,0.08631467074155807,0.8974643349647522
TEST_00012,0.04830743372440338,0.9152606129646301
TEST_00013,0.9121326208114624,0.9171585440635681
TEST_00014,0.7441362142562866,0.9173291325569153
TEST_00015,0.011935090646147728,0.9250441193580627
TEST_00016,0.03175719082355499,0.9100192189216614
TEST_00017,0.12733006477355957,0.909493625164032
TEST_00018,0.945529580116272,0.01608171872794628
TEST_00019,0.037784136831760406,0.9154055714607239
TEST_00020,0.012949269264936447,0.9326254725456238
TEST_00021,0.9240135550498962,0.20220761001110077
TEST_00022,0.6654884815216064,0.8993237018585205
TEST_00023,0.25527939200401306,0.9133525490760803
TEST_00024,0.8060827255249023,0.9203485250473022
TEST_00025,0.41242098808288574,0.9127163290977478
TEST_00026,0.09357421845197678,0.8995875716209412
TEST_00027,0.8940239548683167,0.3748779296875
TEST_00028,0.8006656765937805,0.925483226776123
TEST_00029,0.47599026560783386,0.9131550192832947
TEST_00030,0.29268816113471985,0.8993571400642395
TEST_00031,0.25788211822509766,0.8939515352249146
TEST_00032,0.9437270164489746,0.02863670140504837
TEST_00033,0.8977915644645691,0.7712128162384033
TEST_00034,0.6471294164657593,0.9225805401802063
TEST_00035,0.00540841044858098,0.9341908693313599
TEST_00036,0.9359108209609985,0.18816252052783966
TEST_00037,0.659755527973175,0.8875688910484314
TEST_00038,0.6325174570083618,0.902621328830719
TEST_00039,0.045053739100694656,0.917776346206665
TEST_00040,0.9466496706008911,0.018373752012848854
TEST_00041,0.3900856375694275,0.8586094975471497
TEST_00042,0.9356920123100281,0.023990223184227943
TEST_00043,0.9282240867614746,0.2464556246995926
TEST_00044,0.015302855521440506,0.9265294075012207
TEST_00045,0.01944400742650032,0.924925684928894
TEST_00046,0.012409571558237076,0.9251902103424072
TEST_00047,0.36783409118652344,0.8982381820678711
TEST_00048,0.16484799981117249,0.9069256782531738
TEST_00049,0.11787667870521545,0.9093921780586243
TEST_00050,0.047485966235399246,0.9133664965629578
TEST_00051,0.840857744216919,0.9239885807037354
TEST_00052,0.12547115981578827,0.9111723303794861
TEST_00053,0.9395474791526794,0.08282092958688736
TEST_00054,0.017251593992114067,0.924480140209198
TEST_00055,0.24784167110919952,0.915970504283905
TEST_00056,0.9156615734100342,0.07582119852304459
TEST_00057,0.4472429156303406,0.8477395176887512
TEST_00058,0.8247106075286865,0.8590276837348938
TEST_00059,0.9123493432998657,0.7198445796966553
TEST_00060,0.013424539938569069,0.9288840889930725
TEST_00061,0.9300011992454529,0.36424633860588074
TEST_00062,0.014682013541460037,0.9277325868606567
TEST_00063,0.19542288780212402,0.9127798080444336
TEST_00064,0.748930811882019,0.8760888576507568
TEST_00065,0.059341683983802795,0.9075202345848083
TEST_00066,0.5688550472259521,0.893450140953064
TEST_00067,0.12730847299098969,0.9125505089759827
TEST_00068,0.055917587131261826,0.923697292804718
TEST_00069,0.9220497012138367,0.9186173677444458
TEST_00070,0.4824446737766266,0.9167773127555847
TEST_00071,0.013338545337319374,0.9328813552856445
TEST_00072,0.4870624244213104,0.8872645497322083
TEST_00073,0.7391132116317749,0.9089743494987488
TEST_00074,0.5716263055801392,0.9170789122581482
TEST_00075,0.9144974946975708,0.13165970146656036
TEST_00076,0.9278621673583984,0.5672329664230347
TEST_00077,0.033108700066804886,0.9187873005867004
TEST_00078,0.4980875849723816,0.9047603607177734
TEST_00079,0.06569936871528625,0.909347414970398
TEST_00080,0.11274588853120804,0.9043774008750916
TEST_00081,0.9340407848358154,0.26024317741394043
TEST_00082,0.9366803169250488,0.2095414698123932
