id,fake,real
TEST_00000,0.1662357747554779,0.9133287668228149
TEST_00001,0.16372664272785187,0.9123448729515076
TEST_00002,0.652003288269043,0.9075537323951721
TEST_00003,0.8819327354431152,0.8526653051376343
TEST_00004,0.01959741860628128,0.92987459897995
TEST_00005,0.9412103891372681,0.48360174894332886
TEST_00006,0.9515509605407715,0.01103922724723816
TEST_00007,0.680829644203186,0.9070138931274414
TEST_00008,0.2559678554534912,0.9034910202026367
TEST_00009,0.547141969203949,0.9228739738464355
TEST_00010,0.9522513747215271,0.7193413972854614
TEST_00011,0.2775427997112274,0.8970053791999817
TEST_00012,0.4623059928417206,0.9100925326347351
TEST_00013,0.8973459601402283,0.9109457731246948
TEST_00014,0.9376555681228638,0.9092493653297424
TEST_00015,0.048906974494457245,0.915773332118988
TEST_00016,0.1359451711177826,0.9040428400039673
TEST_00017,0.7691248655319214,0.8879205584526062
TEST_00018,0.9559534192085266,0.008082968182861805
TEST_00019,0.0896218940615654,0.9157150983810425
TEST_00020,0.014804409816861153,0.9320476651191711
TEST_00021,0.9427821636199951,0.09028404951095581
TEST_00022,0.924742579460144,0.7644339203834534
TEST_00023,0.7861454486846924,0.9180895686149597
TEST_00024,0.8832933902740479,0.9071104526519775
TEST_00025,0.8156844973564148,0.9131367802619934
TEST_00026,0.22518233954906464,0.9108343124389648
TEST_00027,0.9020429849624634,0.4859682023525238
TEST_00028,0.9066761136054993,0.9127580523490906
TEST_00029,0.9308772683143616,0.9173089861869812
TEST_00030,0.15250124037265778,0.9081763625144958
TEST_00031,0.4551773965358734,0.8775222301483154
TEST_00032,0.942169725894928,0.03291936218738556
TEST_00033,0.9171926379203796,0.5319923162460327
TEST_00034,0.693922221660614,0.9211117625236511
TEST_00035,0.016563713550567627,0.9405897259712219
TEST_00036,0.9371849894523621,0.20839923620224
TEST_00037,0.8947429656982422,0.8746297359466553
TEST_00038,0.9360800385475159,0.7547356486320496
TEST_00039,0.2618449628353119,0.9126335382461548
TEST_00040,0.9573432207107544,0.006110073532909155
TEST_00041,0.5860890746116638,0.8683659434318542
TEST_00042,0.9573855996131897,0.007188674993813038
TEST_00043,0.9391406178474426,0.3299103379249573
TEST_00044,0.04835200682282448,0.9294955134391785
TEST_00045,0.1057714968919754,0.9160521030426025
TEST_00046,0.022311482578516006,0.9251166582107544
TEST_00047,0.5642183423042297,0.8801922798156738
TEST_00048,0.054772600531578064,0.9154243469238281
TEST_00049,0.1297142207622528,0.8998044729232788
TEST_00050,0.09410794079303741,0.9201879501342773
TEST_00051,0.9289334416389465,0.8812111020088196
TEST_00052,0.9262139797210693,0.9275088310241699
TEST_00053,0.943107545375824,0.09488511085510254
TEST_00054,0.02714346908032894,0.9175508618354797
TEST_00055,0.7353056073188782,0.927627444267273
TEST_00056,0.9462548494338989,0.02150486409664154
TEST_00057,0.9256486892700195,0.7163308262825012
TEST_00058,0.9136474132537842,0.6225064396858215
TEST_00059,0.9198567867279053,0.48680317401885986
