id,fake,real
TEST_00000,0.1330859214067459,0.9225152134895325
TEST_00001,0.18259400129318237,0.9171984195709229
TEST_00002,0.24609532952308655,0.9189931154251099
TEST_00003,0.913354754447937,0.8970309495925903
TEST_00004,0.006689317058771849,0.9320640563964844
TEST_00005,0.9366257786750793,0.7852616906166077
TEST_00006,0.9153432250022888,0.046785518527030945
TEST_00007,0.11152040958404541,0.9001932144165039
TEST_00008,0.04590221866965294,0.9234350919723511
TEST_00009,0.4173738658428192,0.9173039793968201
TEST_00010,0.9573609232902527,0.693143904209137
TEST_00011,0.04741689935326576,0.9083306789398193
TEST_00012,0.05716205760836601,0.9217801094055176
TEST_00013,0.8427870273590088,0.918249249458313
TEST_00014,0.9174249172210693,0.928993821144104
TEST_00015,0.004889904987066984,0.9323873519897461
TEST_00016,0.03156664967536926,0.9114658236503601
TEST_00017,0.6494731307029724,0.8982774615287781
TEST_00018,0.9204021692276001,0.04260781407356262
TEST_00019,0.027547715231776237,0.9253156185150146
TEST_00020,0.008165836334228516,0.9345372319221497
TEST_00021,0.9381446242332458,0.6362885236740112
TEST_00022,0.9248991012573242,0.8830041885375977
TEST_00023,0.669162929058075,0.9119791984558105
TEST_00024,0.5291042923927307,0.9163710474967957
TEST_00025,0.606840968132019,0.9205609560012817
TEST_00026,0.05366000160574913,0.9204881191253662
TEST_00027,0.8982552289962769,0.8267810940742493
TEST_00028,0.8850363492965698,0.9280977845191956
TEST_00029,0.8930580019950867,0.9269744753837585
TEST_00030,0.037903882563114166,0.9144684076309204
TEST_00031,0.13178153336048126,0.9007243514060974
TEST_00032,0.9150252342224121,0.2948923110961914
TEST_00033,0.5291674137115479,0.9036768674850464
TEST_00034,0.06794387847185135,0.9218121767044067
TEST_00035,0.004612084478139877,0.9408296346664429
TEST_00036,0.9283310174942017,0.2072005569934845
TEST_00037,0.5738984942436218,0.8996539115905762
TEST_00038,0.9159092903137207,0.8943453431129456
TEST_00039,0.21303841471672058,0.9164591431617737
TEST_00040,0.9279488921165466,0.016774814575910568
TEST_00041,0.297049880027771,0.8979255557060242
TEST_00042,0.9300403594970703,0.015156387351453304
TEST_00043,0.9292108416557312,0.8605546355247498
TEST_00044,0.010883544571697712,0.9346039891242981
TEST_00045,0.06612962484359741,0.9207154512405396
TEST_00046,0.010285296477377415,0.931809663772583
TEST_00047,0.1279468685388565,0.9106155037879944
TEST_00048,0.012255472131073475,0.9308117628097534
TEST_00049,0.015761367976665497,0.9275439381599426
TEST_00050,0.02280665561556816,0.9277690052986145
TEST_00051,0.9324333667755127,0.932424783706665
TEST_00052,0.8535048365592957,0.9338306188583374
TEST_00053,0.919418215751648,0.0770438015460968
TEST_00054,0.010544069111347198,0.9341666102409363
TEST_00055,0.24694767594337463,0.9161502718925476
TEST_00056,0.9171038866043091,0.15305964648723602
TEST_00057,0.4867912530899048,0.8840577006340027
TEST_00058,0.9253538846969604,0.7865457534790039
TEST_00059,0.9412258863449097,0.6208645105361938
TEST_00060,0.019545698538422585,0.9258017539978027
TEST_00061,0.9224016070365906,0.22191248834133148
TEST_00062,0.01703532598912716,0.9313297271728516
TEST_00063,0.03276403248310089,0.9259435534477234
TEST_00064,0.1865008920431137,0.9007237553596497
TEST_00065,0.04097378998994827,0.9242239594459534
TEST_00066,0.6924468278884888,0.9109145998954773
TEST_00067,0.10763382911682129,0.9173511862754822
TEST_00068,0.02782140113413334,0.9300320148468018
TEST_00069,0.950000524520874,0.9234110116958618
TEST_00070,0.141375333070755,0.92153400182724
TEST_00071,0.017372701317071915,0.9331275820732117
TEST_00072,0.20912601053714752,0.9002873301506042
