id,fake,real
TEST_00000,0.06139068678021431,0.9263265132904053
TEST_00001,0.11802716553211212,0.9183112382888794
TEST_00002,0.165155291557312,0.9126169681549072
TEST_00003,0.9194148778915405,0.7298926115036011
TEST_00004,0.011580445803701878,0.9335128664970398
TEST_00005,0.9274323582649231,0.7999142408370972
TEST_00006,0.9439441561698914,0.023859087377786636
TEST_00007,0.2670895755290985,0.9088623523712158
TEST_00008,0.49041852355003357,0.9118093848228455
TEST_00009,0.24427825212478638,0.9196726083755493
TEST_00010,0.9521867036819458,0.7247312664985657
TEST_00011,0.3241955637931824,0.8964026570320129
TEST_00012,0.19331030547618866,0.9086233377456665
TEST_00013,0.9280731081962585,0.9150976538658142
TEST_00014,0.9170964360237122,0.9116753935813904
TEST_00015,0.012876990251243114,0.931260883808136
TEST_00016,0.041086819022893906,0.9188113808631897
TEST_00017,0.2510949373245239,0.9046841859817505
TEST_00018,0.9452642798423767,0.00852314941585064
TEST_00019,0.02848120778799057,0.9277592301368713
TEST_00020,0.00914264190942049,0.9346143007278442
TEST_00021,0.9456021785736084,0.15436047315597534
TEST_00022,0.8576532602310181,0.8974258899688721
TEST_00023,0.7160985469818115,0.9199942946434021
TEST_00024,0.8947734832763672,0.9000621438026428
TEST_00025,0.5003571510314941,0.9101633429527283
TEST_00026,0.1364285796880722,0.9159218072891235
TEST_00027,0.930848240852356,0.3970782458782196
TEST_00028,0.687821626663208,0.9054173231124878
TEST_00029,0.7653507590293884,0.9139837026596069
TEST_00030,0.2656889259815216,0.9021632671356201
TEST_00031,0.10210523009300232,0.9154508113861084
TEST_00032,0.9314222931861877,0.05369525030255318
TEST_00033,0.9343980550765991,0.7359902858734131
TEST_00034,0.7986189723014832,0.9333692193031311
TEST_00035,0.004232887644320726,0.946758508682251
TEST_00036,0.947108268737793,0.2652052938938141
TEST_00037,0.9258159399032593,0.8595919013023376
TEST_00038,0.7901731729507446,0.891238272190094
TEST_00039,0.13970835506916046,0.9143487811088562
TEST_00040,0.9521241784095764,0.0043222783133387566
TEST_00041,0.6071311235427856,0.8808692097663879
TEST_00042,0.9444465041160583,0.006081705912947655
TEST_00043,0.9434177279472351,0.20604471862316132
TEST_00044,0.007582075893878937,0.9432727694511414
TEST_00045,0.07346700876951218,0.9162192940711975
TEST_00046,0.015440454706549644,0.9299941062927246
TEST_00047,0.4300136864185333,0.9026414155960083
TEST_00048,0.19856490194797516,0.9150525331497192
TEST_00049,0.029799677431583405,0.9240471124649048
TEST_00050,0.1114625483751297,0.9215744137763977
TEST_00051,0.9274922609329224,0.8987904191017151
TEST_00052,0.8071597814559937,0.917941153049469
TEST_00053,0.9444940686225891,0.07700330764055252
TEST_00054,0.011836132034659386,0.9299503564834595
TEST_00055,0.0954771488904953,0.9235578775405884
TEST_00056,0.9404364228248596,0.023318203166127205
TEST_00057,0.858931303024292,0.8889850378036499
TEST_00058,0.9130598902702332,0.695426881313324
TEST_00059,0.9312132000923157,0.6141470074653625
TEST_00060,0.022064734250307083,0.9271741509437561
TEST_00061,0.9431043863296509,0.23350179195404053
TEST_00062,0.013979884795844555,0.9397029280662537
TEST_00063,0.3826700747013092,0.9244340658187866
TEST_00064,0.6265861988067627,0.9009479284286499
TEST_00065,0.06443076580762863,0.9150141477584839
TEST_00066,0.8270695805549622,0.9105439186096191
TEST_00067,0.0380525067448616,0.9275103807449341
TEST_00068,0.05307967960834503,0.9255452156066895
TEST_00069,0.9434448480606079,0.8894422054290771
TEST_00070,0.10149706155061722,0.9140068888664246
TEST_00071,0.015564516186714172,0.9321288466453552
TEST_00072,0.5233467221260071,0.8870865702629089
TEST_00073,0.5364333391189575,0.9102557897567749
TEST_00074,0.8401451110839844,0.9122505187988281
TEST_00075,0.9459415674209595,0.07389682531356812
TEST_00076,0.9284912943840027,0.212278351187706
TEST_00077,0.06277317553758621,0.9167001247406006
TEST_00078,0.058758657425642014,0.9224507212638855
TEST_00079,0.04312416911125183,0.9266782999038696
TEST_00080,0.08027207106351852,0.9149233102798462
TEST_00081,0.9445897936820984,0.149709552526474
TEST_00082,0.9416989088058472,0.1903902143239975
TEST_00083,0.9010128378868103,0.6705423593521118
TEST_00084,0.954816997051239,0.8723583817481995
TEST_00085,0.02986372634768486,0.9288743138313293
TEST_00086,0.03795129433274269,0.9311670064926147
TEST_00087,0.9526189565658569,0.6920517086982727
TEST_00088,0.945550262928009,0.013717562891542912
TEST_00089,0.9501715898513794,0.8170125484466553
TEST_00090,0.012762654572725296,0.931435227394104
TEST_00091,0.8515735864639282,0.8033705949783325
TEST_00092,0.1294623613357544,0.9104043841362
TEST_00093,0.9479618072509766,0.2021610140800476
TEST_00094,0.07370401918888092,0.9164740443229675
TEST_00095,0.0602094791829586,0.9214087724685669
TEST_00096,0.4325689971446991,0.9203231930732727
TEST_00097,0.04354798421263695,0.9257842302322388
TEST_00098,0.05527274310588837,0.929194986820221
TEST_00099,0.013053787872195244,0.9371421933174133
TEST_00100,0.10105384886264801,0.9165887236595154
TEST_00101,0.1395060122013092,0.9085187315940857
TEST_00102,0.9409542679786682,0.7100279331207275
TEST_00103,0.9460067749023438,0.013964919373393059
TEST_00104,0.01166448276489973,0.936682403087616
TEST_00105,0.02902262657880783,0.9284979104995728
TEST_00106,0.8831188082695007,0.8870091438293457
TEST_00107,0.4320022165775299,0.8888071179389954
TEST_00108,0.9518073797225952,0.07457391917705536
TEST_00109,0.8172937035560608,0.8990319967269897
TEST_00110,0.9265943765640259,0.6803237795829773
TEST_00111,0.03562020882964134,0.9308434128761292
TEST_00112,0.07448790967464447,0.9274628162384033
TEST_00113,0.12751370668411255,0.9163837432861328
TEST_00114,0.6781307458877563,0.9204472303390503
TEST_00115,0.017473958432674408,0.93463134765625
TEST_00116,0.938805878162384,0.32367855310440063
TEST_00117,0.22236484289169312,0.9143088459968567
TEST_00118,0.9054532647132874,0.9312890768051147
TEST_00119,0.129116952419281,0.911178708076477
TEST_00120,0.052884120494127274,0.928296685218811
TEST_00121,0.06524157524108887,0.9221634268760681
TEST_00122,0.9011784791946411,0.8713418245315552
TEST_00123,0.9419609904289246,0.8818895816802979
TEST_00124,0.9391166567802429,0.3475892245769501
TEST_00125,0.3222603499889374,0.9149088263511658
TEST_00126,0.015477345325052738,0.9401034712791443
TEST_00127,0.9280694127082825,0.894029974937439
TEST_00128,0.6780893206596375,0.9159957766532898
TEST_00129,0.08565624058246613,0.8965180516242981
TEST_00130,0.04282338544726372,0.9209030270576477
TEST_00131,0.021755440160632133,0.9257349371910095
TEST_00132,0.9402735233306885,0.08882974833250046
TEST_00133,0.9364827871322632,0.6708135008811951
TEST_00134,0.8468033075332642,0.9032421112060547
TEST_00135,0.9164018630981445,0.6484195590019226
TEST_00136,0.326995849609375,0.9212571382522583
TEST_00137,0.4101446568965912,0.9024353623390198
TEST_00138,0.030785150825977325,0.9279971718788147
TEST_00139,0.06110866367816925,0.9188544154167175
TEST_00140,0.687727153301239,0.9006852507591248
TEST_00141,0.9246839284896851,0.7617828249931335
TEST_00142,0.2382814735174179,0.9099407196044922
TEST_00143,0.9260715246200562,0.1707337200641632
TEST_00144,0.9307548999786377,0.4831506311893463
TEST_00145,0.050425976514816284,0.9246975183486938
TEST_00146,0.013625520281493664,0.9397056102752686
TEST_00147,0.8732051849365234,0.8849448561668396
TEST_00148,0.15086913108825684,0.9155154228210449
TEST_00149,0.9139615893363953,0.7006113529205322
TEST_00150,0.1803693175315857,0.918117880821228
TEST_00151,0.26808661222457886,0.9166759848594666
TEST_00152,0.9243161082267761,0.7910920977592468
TEST_00153,0.06976591050624847,0.9220284223556519
TEST_00154,0.455476850271225,0.8875706791877747
TEST_00155,0.02664170414209366,0.9302645921707153
TEST_00156,0.031968455761671066,0.9261310696601868
TEST_00157,0.07316974550485611,0.9225614666938782
TEST_00158,0.28417161107063293,0.9113101363182068
TEST_00159,0.8358427286148071,0.8901278972625732
TEST_00160,0.9143878817558289,0.8627561330795288
TEST_00161,0.03403515741229057,0.9265896677970886
TEST_00162,0.0857611745595932,0.9151689410209656
TEST_00163,0.21640077233314514,0.8929538130760193
