id,fake,real
TEST_00000,0.09409651905298233,0.9056467413902283
TEST_00001,0.07699435949325562,0.9124363660812378
TEST_00002,0.11265404522418976,0.9061461091041565
TEST_00003,0.7724098563194275,0.8727126121520996
TEST_00004,0.011327330954372883,0.927782416343689
TEST_00005,0.8877418041229248,0.8807445168495178
TEST_00006,0.9440308213233948,0.07371009141206741
TEST_00007,0.19227100908756256,0.884530782699585
TEST_00008,0.13004688918590546,0.8960056900978088
TEST_00009,0.35299593210220337,0.9045432209968567
TEST_00010,0.9509819746017456,0.8980603218078613
TEST_00011,0.3790968358516693,0.871078610420227
TEST_00012,0.14286717772483826,0.9014745950698853
TEST_00013,0.8810415267944336,0.9192213416099548
TEST_00014,0.7686591744422913,0.9129382371902466
TEST_00015,0.015414613299071789,0.923034131526947
TEST_00016,0.07392417639493942,0.8929121494293213
TEST_00017,0.18704015016555786,0.9038100242614746
TEST_00018,0.9460081458091736,0.05141438543796539
TEST_00019,0.054069049656391144,0.909538209438324
TEST_00020,0.01420504692941904,0.9210830330848694
TEST_00021,0.9449133276939392,0.6995700001716614
TEST_00022,0.646091639995575,0.8834800720214844
TEST_00023,0.6151967644691467,0.9056429266929626
TEST_00024,0.7278174757957458,0.8961809873580933
TEST_00025,0.5078698396682739,0.9096754193305969
TEST_00026,0.050987038761377335,0.906036913394928
TEST_00027,0.8830297589302063,0.7849783897399902
TEST_00028,0.6621070504188538,0.9005424380302429
TEST_00029,0.5847215056419373,0.9077108502388
TEST_00030,0.08652269095182419,0.8941713571548462
TEST_00031,0.2248530238866806,0.8717125058174133
TEST_00032,0.9378843903541565,0.18163542449474335
TEST_00033,0.9107379913330078,0.8773899674415588
TEST_00034,0.2777444124221802,0.9063840508460999
TEST_00035,0.004484338220208883,0.9340901970863342
TEST_00036,0.9291700124740601,0.21917147934436798
TEST_00037,0.48978978395462036,0.905285120010376
TEST_00038,0.8066697716712952,0.8778932690620422
TEST_00039,0.3239697217941284,0.9029783010482788
TEST_00040,0.9501960277557373,0.03338637575507164
TEST_00041,0.17446692287921906,0.8950214385986328
